ID,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds
10241,0,0,0,6,2,6
1630,162,50,100,55,30,27
3254,407,70,239,103,88,53
9064,823,25,459,124,29,95
3678,488,23,71,15,0,59
4227,28,0,13,4,2,8
9467,3,2,10,3,0,2
8486,284,0,52,8,3,20
2186,938,142,754,159,81,183
3286,13,2,15,2,2,8
8602,412,172,153,150,105,57
3722,31,1,8,0,0,8
6715,502,19,132,0,6,26
4796,18,10,3,3,5,0
9612,1,8,6,4,8,16
3766,100,71,243,108,94,219
1399,407,114,445,181,165,203
1570,664,9,240,50,19,57
3426,1045,61,338,60,46,46
3074,1218,107,304,23,143,33
8341,15,0,6,0,1,12
5180,128,0,16,0,1,4
6461,581,49,157,43,8,108
7679,6,3,12,6,1,0
10702,185,8,133,56,56,12
7505,22,1,9,0,0,14
5113,584,100,835,65,83,35
10858,355,30,177,90,138,30
2961,175,10,110,54,6,27
2747,864,134,768,150,38,172
3010,957,153,612,99,95,153
5790,25,6,16,20,0,5
6892,641,7,56,0,0,28
1743,273,86,208,177,14,43
3578,122,21,43,25,10,15
8462,1,4,10,29,0,36
5558,1020,31,430,62,63,79
4619,6,2,3,1,262,3
8780,378,14,68,19,14,14
10789,42,1,18,3,0,4
10779,15,5,14,0,4,11
5896,272,7,80,20,7,11
2337,9,1,24,2,1,2
10951,279,0,18,0,0,9
544,398,61,265,138,61,53
17,637,47,237,12,19,76
10680,45,0,16,2,1,6
3265,21,1,9,7,3,5
5623,15,4,13,0,0,19
5832,493,183,352,184,23,28
5544,957,40,175,158,53,107
6417,829,138,430,60,92,15
5831,1017,50,500,65,50,133
7101,953,0,71,0,0,174
10176,159,0,120,0,0,137
2326,32,0,8,23,4,18
4385,23,0,15,0,2,7
2929,18,42,24,15,20,18
10686,15,0,4,0,0,2
2546,23,4,5,10,5,23
3283,200,193,100,46,185,185
3138,1324,27,119,71,108,27
4994,1193,33,281,129,66,33
7966,505,137,401,104,22,22
3112,2,4,9,0,4,5
10872,1103,0,45,0,0,34
2181,353,61,753,40,46,27
1867,652,48,350,94,84,108
1518,379,6,157,25,91,91
5734,46,4,36,2,2,1
2878,162,31,127,8,17,69
1458,8,3,19,3,3,8
7007,17,3,18,3,4,18
6200,340,108,185,130,38,100
1403,8,4,15,3,5,3
4827,154,22,202,39,30,8
6250,710,15,30,20,0,0
9291,8,2,4,0,0,1
2478,2,2,4,13,13,4
1139,1050,14,322,0,14,112
5138,19,1,14,3,2,4
5393,22,0,6,6,2,6
10413,274,83,216,151,141,224
5015,68,6,38,3,6,41
10868,344,45,654,104,11,114
10676,145,193,459,205,26,145
2495,217,38,350,111,85,15
7842,18,7,34,10,2,3
9955,69,8,26,12,7,12
6663,144,0,7,0,0,6
2162,256,34,103,90,29,49
3434,483,72,567,94,12,108
7919,1285,105,653,28,21,0
5626,338,4,89,11,8,13
6428,605,10,345,84,54,32
8514,8,0,7,3,1,1
10448,172,41,86,45,6,27
2109,448,71,951,40,17,17
7530,67,4,32,17,2,16
8925,512,53,98,81,179,89
3009,1462,16,128,0,0,160
6355,20,0,14,7,3,1
3517,50,4,44,10,10,43
1158,102,1,15,2,0,24
6203,499,149,815,173,49,49
7165,381,35,172,56,86,93
3595,631,43,239,128,76,21
8537,526,80,553,123,94,53
4331,913,26,376,17,26,13
6281,673,0,199,37,47,26
4338,23,0,9,0,0,12
2452,199,33,60,8,3,15
9507,261,23,73,4,23,50
8360,111,16,37,7,9,18
10311,16,4,12,2,4,321
5117,63,151,137,153,19,53
4867,58,0,18,2,0,10
9289,29,1,17,0,3,13
10913,3,2,12,0,1,9
3032,28,34,62,11,14,44
8524,40,3,30,10,7,11
3334,879,143,797,106,143,143
4470,62,1,44,6,5,22
1406,280,7,81,20,0,27
8619,9,0,6,3,1,3
10821,182,4,33,0,2,42
4552,83,2,101,64,26,117
898,38,15,54,3,8,29
9797,228,19,130,4,11,51
10949,1092,37,592,145,37,55
8212,85,15,27,13,13,21
6248,1276,24,746,94,29,48
10164,1017,33,417,108,100,16
4547,6,2,9,2,1,5
6815,448,21,125,52,101,62
4122,504,23,117,179,28,44
10841,226,22,133,41,31,31
5370,239,3,141,0,7,23
176,90,38,67,33,36,67
4860,7,2,8,3,2,3
10757,4,2,5,2,0,0
4023,16,17,19,20,21,22
6679,10,3,3,0,0,0
9923,68,0,16,0,0,8
7181,35,0,13,2,0,2
3599,575,80,428,208,93,80
405,315,0,31,4,0,91
6870,182,2,49,17,13,20
832,561,14,113,10,14,35
2002,587,51,932,180,34,86
3657,94,1,33,13,12,12
500,908,43,735,40,194,21
1951,228,122,122,208,129,30
3262,995,112,417,42,48,41
4102,11,1,2,2,1,6
7042,3,3,14,15,21,10
10598,12,1,16,4,1,3
255,17,0,2,0,0,2
2375,8,0,5,0,3,6
9829,22,4,17,12,10,13
6214,14,10,29,4,7,15
4954,106,27,68,52,7,5
7861,820,57,242,45,0,11
4837,753,43,226,69,10,204
9423,13,3,17,7,3,3
4198,9,1,3,0,4,8
153,19,3,6,4,2,12
9323,520,8,223,32,49,42
10001,5,17,17,13,14,34
3945,618,44,215,0,17,36
3799,315,35,322,46,7,143
8625,15,1,23,0,5,1
3491,384,60,364,119,101,232
983,110,29,92,28,10,145
9119,208,17,76,36,17,38
4786,555,82,257,93,61,61
5872,240,90,216,63,6,24
6568,11,0,36,15,5,12
5628,848,154,323,201,61,78
5631,202,47,197,55,42,149
4974,433,89,650,16,102,102
8416,6,6,15,10,5,2
5454,37,0,7,3,0,3
4095,167,37,64,49,34,116
5474,45,7,99,4,25,43
4268,129,0,21,0,1,7
10701,713,0,264,120,80,34
3507,676,161,426,210,44,58
2079,450,26,535,73,98,26
626,22,2,12,0,2,5
4426,367,4,51,6,4,95
2591,526,35,214,69,53,35
10509,51,0,16,0,0,4
6382,25,0,11,3,0,15
6673,28,6,27,12,17,39
7441,958,159,447,20,0,31
1071,532,88,168,69,44,133
10061,724,17,143,0,8,196
7187,375,42,48,94,66,96
8775,39,0,56,20,8,14
1612,23,0,15,0,2,7
2345,587,54,348,71,54,130
322,29,1,11,0,0,0
10897,757,80,217,29,80,11
123,544,35,133,23,151,107
6103,40,15,15,17,6,7
7899,1245,33,332,21,33,16
10500,19,1,20,16,14,28
1655,16,3,15,2,1,11
2406,376,4,94,12,9,24
2712,184,178,178,103,39,33
5517,15,0,11,0,2,9
10643,124,83,267,85,59,35
2254,627,120,414,121,80,93
10281,180,60,241,13,54,54
6958,14,0,4,0,0,8
954,3,3,24,34,7,31
5079,71,1,16,0,0,9
10339,161,0,22,0,0,24
4643,8,26,46,38,9,49
3117,264,0,21,12,6,147
6497,293,6,23,13,6,92
5396,758,12,385,33,89,89
5250,532,126,490,164,126,126
1052,656,38,161,62,47,37
2802,196,25,607,67,17,49
6343,835,73,380,114,73,43
6507,16,11,15,2,0,12
7901,9,1,5,2,1,4
4865,229,7,140,10,3,11
2686,0,1,4,15,1,5
3107,121,24,124,24,15,42
7734,471,102,125,212,61,245
1146,520,8,223,32,49,42
11031,26,1,10,2,0,1
7428,240,132,445,250,192,108
975,178,4,26,8,4,44
1103,1486,55,278,49,0,185
3422,1115,12,128,33,12,76
1055,29,0,8,2,0,6
6544,529,0,356,63,28,0
1241,13,3,8,7,4,16
2909,934,24,230,16,24,36
5802,2,7,11,16,12,27
1407,4,12,5,3,16,17
6183,62,1,44,6,5,22
340,158,35,179,0,0,125
5991,173,2,39,3,2,47
3104,830,59,968,51,79,19
9729,189,10,253,56,43,64
1008,728,17,133,11,8,124
11091,7,2,9,2,0,2
3969,35,4,17,7,6,64
1916,188,3,180,20,3,43
9907,742,28,152,25,9,57
87,0,7,5,26,2,17
8659,750,71,174,13,10,20
6262,816,42,450,55,56,154
6147,5,2,8,2,2,9
8832,37,5,56,12,8,5
10067,4,0,4,0,0,5
7532,99,2,11,4,0,16
4915,176,72,98,136,21,229
2115,54,0,10,0,0,2
2088,997,15,414,99,30,76
2493,356,0,107,19,9,117
6292,1311,0,359,46,89,17
1631,890,63,292,0,25,12
10104,4,0,2,0,0,2
3006,17,0,14,7,3,2
3919,960,0,883,50,38,0
11181,2,1,2,1,1,1
642,1,3,2,20,30,47
4369,240,67,500,199,0,163
10127,301,11,61,4,7,11
271,154,0,50,6,11,37
4973,2,3,6,4,1,9
2948,104,12,48,4,12,5
2715,70,3,37,4,2,64
10432,2,0,9,3,6,2
9216,23,2,11,3,1,4
7124,43,4,12,8,0,27
9727,4,24,11,16,1,25
5136,654,7,92,0,15,30
9790,912,72,170,47,36,97
1818,25,0,8,0,1,4
1100,24,4,22,0,2,9
7873,141,11,114,15,14,5
10609,71,0,13,3,1,0
6950,35,1,16,0,1,1
7233,496,32,849,229,48,128
9481,9,9,11,13,10,16
7699,154,0,50,6,11,37
2711,9,1,5,4,5,7
8933,26,3,23,4,7,3
8726,77,8,44,10,10,25
1515,11,2,7,4,2,2
5186,576,7,115,19,7,7
10157,89,15,89,34,42,5
5667,1013,30,399,60,46,153
902,224,12,48,4,12,12
977,200,19,111,50,15,19
7313,570,73,614,133,102,73
7600,1,3,3,8,1,13
9706,62,1,20,4,0,7
2429,531,69,300,150,138,150
3520,162,28,818,0,28,56
10394,675,144,133,94,192,241
4548,23,4,10,0,2,15
9362,492,5,32,13,5,21
3968,918,10,129,13,0,129
4084,224,155,155,192,93,54
6721,572,19,286,50,38,248
2829,626,0,70,0,7,28
1772,1074,37,518,193,92,129
1544,741,68,689,224,68,103
492,322,3,50,4,3,42
4377,254,10,44,30,10,227
4541,116,6,82,6,6,41
1321,22,2,18,0,2,12
8858,516,0,21,0,0,5
3266,14,36,11,3,26,35
11187,2,8,10,12,14,23
8207,28,0,9,3,0,0
9723,530,142,217,62,9,56
2666,519,50,167,130,0,41
5721,611,76,749,59,45,26
10652,240,67,500,199,0,163
1646,4,9,12,11,2,8
4418,671,47,655,145,111,15
2656,23,1,7,0,4,24
7990,9,1,2,3,2,0
8722,556,54,845,202,133,63
7118,833,80,363,52,26,174
2980,12,0,13,4,2,4
1839,56,7,48,10,2,18
10722,293,8,124,11,4,106
2632,297,0,38,13,0,152
9014,39,1,16,2,0,3
7620,5,11,16,21,8,45
10968,266,21,300,65,8,44
11133,322,3,50,4,3,42
2736,366,124,156,71,78,54
1876,32,0,8,23,4,18
5959,158,0,23,0,0,18
1092,269,129,495,182,43,29
4333,41,0,10,0,0,3
3850,3,3,3,15,4,15
6168,33,0,5,0,0,15
607,302,29,131,32,0,27
10469,519,71,860,93,27,53
6983,23,2,17,2,1,0
3661,594,51,631,72,55,32
9303,12,4,7,1,3,5
692,4,2,5,0,0,5
736,18,3,19,3,3,6
9589,332,194,377,149,125,57
4838,5,1,8,0,0,1
9246,171,3,129,26,24,62
6261,270,31,88,11,48,22
7366,712,26,538,69,13,80
10659,2,8,11,3,8,21
1448,21,12,12,0,3,3
4286,580,6,58,8,0,27
4749,368,24,68,38,0,88
4478,457,5,106,15,17,53
4201,229,7,137,4,0,91
8720,32,2,1607,12,4,22
10084,3,2,8,20,0,17
7004,24,3,26,7,1,23
9817,853,10,143,13,10,20
8080,5,1,6,3,4,3
9432,9,14,18,8,1,12
8372,3,3,7,6,2,9
10870,709,43,182,42,118,247
4001,406,0,30,0,0,8
7270,908,48,217,32,12,24
8235,428,30,214,80,30,61
9405,84,3,61,2,1,21
